composition energy_pa bandgap
Np5Ge4 -9.34517414278 0.0
Np5Ge4 -9.34737816833 0.0
Np5Ge3 -9.854714725 0.0
Np5Ge3 -9.85519483875 0.0
NdCuS2 -5.56498307875 1.237
NdCuS2 -5.56702904687 1.325
Al2CdSe4 -3.96227274429 1.535
Al2CdSe4 -3.96373434714 1.459
Mg2GeB2Rh5 -6.3922235185 0.0
Mg2GeB2Rh5 -6.3921962705 0.0
Sc3B2Rh5 -7.7561405395 0.0
Sc2CrB2Rh5 -7.8770255285 0.0
Sc2MnB2Rh5 -7.8965540195 0.0
Sc2FeB2Rh5 -7.796804584 0.0
Sc2GaB2Rh5 -7.439715516 0.0
Li2Yb5B3O13 -6.54519803761 0.0
BaCu2Te2 -3.8523319335 0.607
Y2Cu2O5 -6.88433990944 0.349
Li8Al3Si5 -3.377633755 0.0
Li8Al3Si5 -3.38161889625 0.0
NaYPO4F -7.27010763625 6.325
NaYPO4F -7.29550875562 5.79
BaV13O18 -7.68831202344 0.263
Sm3Ti3Se2O8 -8.15894703344 0.0
Ba2VSi2O8 -7.45731786462 2.598
Ce2SbS5Br -5.30939419972 1.565
BaB6 -6.40798523429 0.252
BaB6 -6.40800768286 0.258
Ag2PdO2 -4.331495504 0.0
Ag2PdO2 -4.33852985 0.202
Cu2Ag2O3 -3.93493277286 0.0
Cu2Ag2O3 -3.94385959071 0.0
AgSnF6 -4.0248031925 0.0
AgSnF6 -4.1262053425 0.0
TiAgF6 -5.043223505 0.0
TiAgF6 -5.138362105 0.0
AgPdF6 -3.45148041187 0.0
AgPdF6 -3.54963525938 0.0
Cs5Si3AgO9 -5.90939419194 3.191
Hg2Mo2O7 -6.57765558773 1.734
SN -5.628071675 2.117
RbC -4.7803627425 3.69
RbC -4.77987446875 3.688
CsC -4.71623057625 3.128
CsC -4.71730154875 3.224
CsC -4.70983207833 2.996
CsC -4.70981347667 3.07
SbPO2F6 -5.198266584 4.665
Ce4B2N5 -7.96368049727 0.0
Ce4B2N5 -7.96403539455 0.0
Ca2Ga2O5 -6.24139438944 2.656
Ca2Ga2O5 -6.24946709167 2.545
Sr3Ga4O9 -6.16332749 3.029
Y2SiO5 -8.70277442438 5.087
Sr2SiCl2O3 -6.22911693906 5.493
BaLa2FeS5 -6.301131875 0.26
BaLa2FeS5 -6.30171797333 0.0
BaCe2FeS5 -6.17935979722 0.0
BaCe2FeS5 -6.180068395 0.0
BaPr2FeS5 -6.18201666556 0.0
BaPr2FeS5 -6.18232137333 0.0
BaNd2FeS5 -6.17950669778 0.0
BaNd2FeS5 -6.17983390722 0.0
BaSm2FeS5 -6.16572990778 0.0
BaSm2FeS5 -6.16620277389 0.0
InAgS2 -3.88501612813 0.657
InAgS2 -3.88743774 0.653
Li4P5HO15 -6.6210468678 6.416
LiMnP3O9 -7.15032727 4.475
BaPbO3 -5.766587426 0.249
BaPbO3 -5.778160169 0.248
BaPbO3 -5.767167099 0.249
BaPbO3 -5.771642235 0.0
BaPbO3 -4.642821432 0.0
BaPbO3 -4.654406744 0.0
CuH2Se2O6 -4.89193530136 0.0
CuH2Se2O6 -4.93343819409 0.0
Cu2H3ClO3 -4.22851293444 0.0
Cu2H3ClO3 -4.25114524889 0.0
CsLi2H3O3 -4.72045373778 5.749
CsLi2H3O3 -4.76276834722 4.734
PH2F3 -4.43323434 6.422
PH2F3 -4.48213528 6.376
TiCdO3 -6.860568353 2.224
SiO2 -7.636444485 6.34
SiO2 -7.61625874667 6.21
Sr2CuP2O8 -6.73420294 0.0
Sr2CuP2O8 -6.75840024769 0.0
Yb3Si5 -4.38116205 0.0
Yb3Si5 -4.3816068875 0.0
RbClO4 -4.30835942417 6.218
CsClO4 -4.3031156025 6.249
EuZn2Si2 -3.476390758 0.0
EuZn2Si2 -3.47759597 0.0
EuZn2Ge2 -3.215493967 0.0
EuZn2Ge2 -3.218425946 None
ZrBrN -7.771425795 1.556
ZrBrN -7.772133085 1.643
ZrIN -7.477496435 0.965
ZrIN -7.47535733667 0.816
HfBrN -8.33251677 1.973
HfBrN -8.33235088833 1.99
HfIN -8.01137166 1.179
HfIN -8.01090704 1.125
Bi4O7 -5.72651649727 1.153
Bi3SbO7 -5.93988380864 2.375
EuMn2P2 -6.893476192 0.0
EuMn2P2 -6.895531092 0.0
Pr3RuO7 -7.87120678591 0.341
Sr3NiRhO6 -6.02868453182 0.0
Sr3CuRhO6 -5.92037920818 0.0
TbSbRh -6.3519798225 0.0
TbSbRh -6.35332392167 0.0
SmSbIr -6.77727540417 0.0
SmSbIr -6.7790315425 0.0
SmBiRh -6.07253488583 0.0
SmBiRh -6.0797355975 0.0
DyBiRh -6.05377301111 0.0
DyBiRh -6.06220351333 0.0
Ba4Mn3O10 -6.77498176794 1.401
NaCu3Ru4O12 -6.1252476075 0.0
CaCu3Ru4O12 -6.3053688625 0.0
SrCu3Ru4O12 -6.2878714705 0.0
NdCu3Ru4O12 -6.5262651105 0.0
LaCu3Ru4O12 -6.5532849825 0.0
TmCrO4 -7.59524641167 0.256
TmCrO4 -7.60979850417 0.255
Ba3YRu2O9 -7.200699385 0.0
Ba3LaRu2O9 -7.05860992933 0.0
Ba3EuRu2O9 -6.782625335 0.257
Ba3LuRu2O9 -7.10837794033 0.0
In3Ir -4.4071662425 0.0
In3Ir -4.42871492437 0.0
KIn4 -2.534920072 0.0
KIn4 -2.537412944 0.0
LaIn -4.34101492 0.0
LaIn -4.34853294 0.0
La2In -4.55435851167 0.0
La2In -4.56000487667 0.0
LaIn2 -3.951380885 0.0
LaIn2 -3.976251485 0.0
LaIn3 -3.7378718675 0.0
LaIn3 -3.7641563075 0.0
LaInPt -5.55461839222 0.0
LaInPt -5.56512136333 0.0
LaInRh -5.70868952667 0.0
LaInRh -5.71626542 0.0
LiIn -2.577107475 0.0
LiIn -2.5804516175 0.0
Li2In -2.46325232 0.0
Li2In -2.47500264833 0.0
Li13In3 -2.25380425125 0.0
Li2MgIn -2.2497770275 0.0
Li2MgIn -2.2540156075 0.0
Lu2In -4.25443973333 0.0
Lu2In -4.258952375 0.0
LuIn3 -3.476920565 0.0
LuIn3 -3.503654225 0.0
LuInPd2 -5.24926333 0.0
LuInPd2 -5.2655085275 0.0
MgIn -2.214523985 0.0
MgIn -2.229787715 0.0
Mg2In -2.01808718889 0.0
Mg2In -2.02507143556 0.0
Mg3In -1.9184879225 0.0
Mg3In -1.921455085 0.0
Mg3In -1.91882236437 0.0
Mg3In -1.92209721813 0.0
MgIn3 -2.4356357075 0.0
MgIn3 -2.47152855 0.0
MgInNi2 -4.0643002225 0.0
MgInNi2 -4.06971315 0.0
MnInNi2 -5.8115002675 0.0
MnInNi2 -5.82714504 0.0
MnInPd2 -5.9210965575 0.0
MnInPd2 -5.926600265 0.0
NaIn -2.136568115 0.0
NaIn -2.1673769175 0.0
Nb3In -8.23156119375 0.0
Nb3In -8.23195305625 0.0
CeP -6.586114345 0.0
CeP -6.58609021 0.0
PrP -6.61169467 0.0
PrP -6.61163181 0.0
PrAs -6.21516285 0.0
PrAs -6.21535668 0.0
CeSb -5.64589392 0.0
CeSb -5.64591399 0.0
Mn2Ge -7.59938995667 0.0
Mn2Ge -7.60384553833 0.0
TlTe -2.85711859687 0.0
TlTe -2.886447675 0.0
GePd2 -5.53412657556 0.0
GePd2 -5.53477429 0.0
ThSbRh -7.33047033667 0.92
ThSbRh -7.33051234667 0.953
USbRh -8.07842758333 0.0
USbRh -8.07846961667 0.0
RhSe -5.60789191 0.0
RhSe -5.6175553475 0.0
SmSi2Rh3 -7.25228807333 0.0
SmSi2Rh3 -7.25242458167 0.0
TbSiRh -6.46215552917 0.0
TbSiRh -6.29478721417 0.0
Y3Si3Rh -7.08238624143 0.0
Y3Si3Rh -7.082314265 0.0
YSi2Rh3 -7.54793018 0.0
YSi2Rh3 -7.54807654667 0.0
Y4Si5Rh9 -7.60718030278 0.0
Y4Si5Rh9 -7.60716289056 0.0
YbSi2Rh2 -6.418389992 0.0
YbSi2Rh2 -6.418833896 0.0
TbSi2Ru2 -7.680607228 0.0
TbSi2Ru2 -7.680418938 0.0
SnS -4.44179686 0.912
SnS -4.4458122525 0.91
SnS -4.46596534 0.341
SnS -4.466147395 0.226
TaS -8.668276545 0.0
TaS -8.668393445 0.0
TaS2 -7.72650899 0.0
TaS2 -7.72591878333 0.0
TaS2 -7.74281673167 0.0
TaS2 -7.74207842667 0.0
TbS2 -4.38116116333 0.0
TbS2 -4.38324759 0.0
TiS -7.1303694825 0.0
TiS -7.1303100875 0.0
NiGe -5.40403197125 0.0
NiGe -5.40937348375 0.0
GeIr -7.05585555125 0.0
GeIr -7.05626542875 0.0
TiF3 -6.37192022 0.0
TiF3 -6.56921531 0.0
Zn6Ni7Ge2 -3.96123507533 0.0
Zn3Ni2Ge -3.48683638917 0.0
TlS -3.188571135 0.0
TlS -3.19507419 0.0
TlS -3.4496859575 0.664
TlS -3.45148144375 0.734
TmS2 -4.22828501333 0.0
TmS2 -4.230832465 0.0
YS2 -4.97762692667 0.0
YS2 -4.97858346667 0.0
YbS -5.08442988 2.335
YbS -5.084636485 2.335
KF -4.13366618 7.082
KF -4.18751192 6.738
AgBr -2.53502437 0.916
AgBr -2.562581095 0.892
CuF -3.45648108 0.0
CuF -3.56943526 0.0
CsCl -3.31605888 5.086
CsCl -3.318989635 5.014
MgI2 -2.58596935667 3.676
MgI2 -2.58996292 3.677
CaI2 -3.31488494667 3.592
CaI2 -3.31735011667 3.693
Mg2Ge -2.84780714667 0.356
Mg2Ge -2.84767735333 0.357
BiAu2 -3.55869646667 0.0
BiAu2 -3.58108327667 0.0
Al4C3 -6.18843108286 1.393
Al4C3 -6.18839025571 1.376
SnSb -4.05881679125 0.0
SnSb -4.061037905 0.0
Sb2TeSe2 -3.862421968 0.65
Sb2TeSe2 -3.862459356 0.653
SnSb -3.91291975 0.0
SnSb -3.93496837 0.0
SnSb -4.0459889 0.0
SnSb -4.060729205 0.0
SrSb2 -3.97936160167 0.0
SrSb2 -3.97946043667 0.0
Ta3Sb -10.0216347163 0.0
Ta3Sb -10.0218743138 0.0
TaSb2 -6.84729666833 0.0
TaSb2 -6.84755156833 0.0
Ta5Sb4 -8.31825187556 0.0
Ta5Sb4 -8.31873787222 0.0
Tb5Sb3 -5.38132032875 0.0
Tb5Sb3 -5.38134442 0.0
ThSb -6.583041865 0.0
ThSb -6.58267672 0.0
VSb2 -5.78816994833 0.0
VSb2 -5.78816813 0.0
V5Sb4 -6.92260950889 0.0
V5Sb4 -6.92367057444 0.0
BaPrO3 -6.752957424 0.0
BaPrO3 -6.769497036 0.0
NaReO4 -7.3024869375 3.188
NaReO4 -7.35508359083 3.5
RbReO4 -7.32990906833 4.099
RbReO4 -7.379311125 4.158
RbIO4 -4.34986966583 2.511
RbIO4 -4.4015949625 2.488
TlIO4 -4.16623014 1.914
TlIO4 -4.28872004417 1.613
PbN2O6 -6.05826255639 3.294
CaN2O6 -6.34851160444 3.756
Al2SiO4F2 -7.13455679972 6.701
AgI -2.42630959 1.428
AgI -2.45491549 1.484
MgTe -3.22278288 2.489
MgTe -3.222776575 2.489
CoBr2 -3.70372337 0.0
CoBr2 -3.73806055333 0.2
FeBr2 -4.01926958 0.519
FeBr2 -4.29853333 0.0
CdBr2 -2.23595683 2.802
CdBr2 -2.26599723 2.789
CoI2 -3.36024381667 0.0
CoI2 -3.35739955333 0.0
FeI2 -3.70707284333 0.553
FeI2 -3.88414336 0.0
SiO2 -7.77160517583 6.148
CoCO3 -7.093802092 2.426
CoCO3 -7.126174145 2.521
AgIO4 -4.0601155525 0.0
AgIO4 -4.0963039375 0.0
MgCr2O4 -7.39982717 2.765
MgCr2O4 -7.40759076 2.764
Fe2NiO4 -6.06412324143 0.0
Fe2NiO4 -6.07786229786 0.0
CdIn2O4 -5.17492317571 1.179
CdIn2O4 -5.18324701357 1.17
CaIn2O4 -5.87901682429 2.328
CaIn2O4 -5.88883663 2.327
ZrSb -7.04429960917 0.0
ZrSb -7.0444335075 0.0
Zr5Sb3 -7.55756709625 0.0
Zr5Sb3 -7.5577518675 0.0
Zr5Sb3 -7.56667245562 0.0
SmSe -5.379771895 0.0
SmSe -5.416022175 0.0
SnSe -4.16857258 0.227
SnSe -4.17744102 0.338
TaTl3Se4 -4.67812480375 1.98
TaTl3Se4 -4.709277675 2.341
TbSe -5.308527435 0.0
TbSe -5.3468373075 0.0
ThSe -6.818415035 0.0
ThSe -6.818445835 0.0
TlSe -2.88596306 0.0
TlSe -2.998426135 0.0
TmSe -5.63406301 0.0
TmSe -5.634472225 0.0
USe -8.375993755 0.0
USe -8.376010085 0.0
YbSe -4.4594499675 2.375
YbSe -4.4599839625 2.486
Ta2V4Si5 -8.24491583182 0.0
V3Si -7.416108505 0.0
V3Si -7.4152762025 0.0
SiW3 -9.74181093375 0.0
SiW3 -9.7341256025 0.0
YSi2 -6.29773849 0.0
YSi2 -6.29780521 0.0
YbSi -4.0338465125 0.0
YbSi -4.033721775 0.0
SmTe -5.20334001 0.0
SmTe -5.205360815 0.0
SnTe -3.561331665 0.0
SnTe -3.619014685 0.0
SnTe -3.85184079 0.337
SnTe -3.859899505 0.335
SrTe -3.91934463 0.62
SrTe -3.919246655 0.622
TmTe -4.955435035 0.0
TmTe -4.9556585475 0.0
UTe -7.629322825 0.0
UTe -7.62922034 0.0
VTe -6.190053255 0.0
VTe -6.19105128 0.0
V3Te4 -5.90669842571 0.0
V3Te4 -5.92970811714 0.0
K2CO3 -6.108245565 4.08
K2CO3 -6.13642461333 3.662
CdAgSb -2.58404011667 0.0
CdAgSb -2.61872389667 0.0
CsAg3Se2 -3.1210341275 0.31
CsAg3Se2 -3.1599478975 0.308
EuAgP -4.283238285 0.267
EuAgP -4.28445524 0.296
EuAgSb -3.77940051833 0.0
EuAgSb -3.78874585667 0.0
GdSi2Ag2 -4.634843162 0.0
GdSi2Ag2 -4.644770018 0.0
Ag3Sn2Ge3P6 -4.53217971821 0.45
KAgSe -3.13568825167 0.801
KAgSe -3.14355987833 0.668
LaSi2Ag2 -4.747741562 0.0
LaSi2Ag2 -4.757009564 0.0
Li2AgSb -3.146363775 0.591
Li2AgSb -3.1518533675 0.394
Mn3AgN -7.722101634 0.0
Mn3AgN -7.723121454 0.0
Si3Ag3Sn2P6 -4.79025165821 0.392
SrAgP -4.06351629167 0.295
SrAgP -4.06662197333 0.444
Ag3Sb -3.0843459975 0.0
Ag3Sb -3.12777701125 0.0
AgSe -3.022381165 0.0
AgSe -3.070283395 0.0
YbSiAg -3.60431348667 0.0
YbSiAg -3.61861464667 0.0
YbSi2Ag2 -3.915264764 0.0
YbSi2Ag2 -3.928566094 0.0
Ba3Al2Ge2 -3.69197899571 0.0
Ba3Al2Ge2 -3.69257463857 0.0
Ca3Al2Ge2 -3.76829439571 0.0
Ca3Al2Ge2 -3.7697944 0.0
Sr3Al2Ge2 -3.62338981143 0.0
Sr3Al2Ge2 -3.62445359571 0.0
La3AlN -6.140813164 0.0
La3AlN -6.14084339 0.0
LiAlSi -3.91006563 0.403
LiAlSi -3.91086287333 0.402
Nd3AlN -4.126993518 0.0
Nd3AlN -4.127840812 0.0
Pr3AlN -4.136654694 0.0
Pr3AlN -4.137424048 0.0
Sm3AlN -4.09157126 0.0
Sm3AlN -4.092781192 0.0
Ti2AlN -8.05249653375 0.0
Ti2AlN -8.05279038625 0.0
Ti3AlN -8.002436152 0.0
Ti3AlN -8.002419838 0.0
Sr3AlSb3 -3.90599691429 0.571
Sc2AlSi2 -6.158922907 0.0
Sc2AlSi2 -6.160731861 0.0
CaPAu -4.445491765 0.0
CaPAu -4.44535238833 0.0
CaSbAu -3.911551 0.0
CaSbAu -3.93609013333 0.0
CdSbAu -2.86907522667 0.0
CdSbAu -2.89055425333 0.0
EuPAu -4.59728187 0.0
EuPAu -4.59735898333 0.0
EuSbAu -4.06771712167 0.0
EuSbAu -4.07861507667 0.0
GdSi2Au2 -4.989054838 0.0
GdSi2Au2 -4.989868012 0.0
Li2GeAu -3.40831799 0.0
Li2GeAu -3.4116434675 0.0
ThGe2Au2 -5.08481834 0.0
ThGe2Au2 -5.085080482 0.0
MnSbAu -5.42408799333 0.0
MnSbAu -5.42628003667 0.0
AuSe -3.205145405 0.0
AuSe -3.230664495 0.0
SmSi2Au2 -5.020952344 0.0
SmSi2Au2 -5.021744892 0.0
ThSi2Au2 -5.509794678 0.0
ThSi2Au2 -5.510281192 0.0
USi2Au2 -5.96643722 0.0
USi2Au2 -5.96665004 0.0
YbSi2Au2 -4.311955386 0.0
YbSi2Au2 -4.313136082 0.0
BaCaGe -3.4286152975 0.349
BaCaGe -3.4290870975 0.233
BaCaSi -3.53115858083 0.228
BaCaSi -3.5308963025 0.346
BaCdSb2 -3.3689586225 0.0
BaCdSb2 -3.375754095 0.0
BaCuP -4.409878625 0.0
BaCuP -4.41470468667 0.0
BaCu2SnS4 -4.5394185825 0.606
BaGe -3.8617335325 0.0
BaGe -3.8662095325 0.0
BaVS3 -6.007638114 0.0
BaVS3 -6.008117274 0.0
Ba5Sb4 -3.95297939583 0.348
BaSe -4.55398632 1.41
BaSe -4.554173995 1.41
BaSi -4.0956646225 0.0
BaSi -4.0957653875 0.0
B2Au -4.87465659667 0.0
B2Au -4.87497932333 0.0
EuGe -4.079362695 0.0
EuGe -4.077828425 0.0
CaMnSb2 -5.22502469313 0.0
CaMnSb2 -5.22652020875 0.0
BiO2 -5.52059211667 0.0
BiO2 -5.53390785 0.0
RbBiS2 -4.0915263675 1.543
RbBiS2 -4.091132955 1.423
CaCdGe -3.00269838222 0.0
CaMnGe -5.47402027 0.0
YCu2Ge2 -5.129967274 0.0
YCu2Ge2 -5.135034732 0.0
NdCu2Ge2 -4.821364792 0.0
NdCu2Ge2 -4.824713212 0.0
YGe2Ru2 -7.470403026 0.0
YGe2Ru2 -7.470777834 0.0
NdGe2Ru2 -7.136955174 0.0
NdGe2Ru2 -7.136784982 0.0
YGe2Rh2 -6.945224546 0.0
YGe2Rh2 -6.945288052 0.0
GdGe2Pd2 -5.666468778 0.0
GdGe2Pd2 -5.666830482 0.0
LiCaSb -3.61859542833 0.542
LiCaSb -3.62064591333 0.721
CaTe -3.908502 0.0
CaTe -3.908576515 0.0
CdCuSb -2.69602736333 0.0
CdCuSb -2.74657665 0.0
Dy2CdS4 -5.47265373071 1.16
Dy2CdS4 -5.47403432429 1.262
Li2CdGe -2.5769015875 0.0
Li2CdGe -2.5951481725 0.0
CdGeP2 -3.51263168 0.0
CdGeP2 -3.59204601 0.0
CdInS2 -3.3421890275 0.0
CdInS2 -3.35670213 0.0
CdIn2Se4 -3.44889428214 0.327
CdIn2Se4 -3.45070686357 0.329
LiCdP -2.85371182667 0.0
LiCdP -2.86798578667 0.0
Li2CdSb -2.5820445175 0.0
Li2CdSb -2.613453035 0.0
CdSb -2.53136181375 0.195
CdSb -2.56192135125 0.19
Cd6Sb5 -2.114588425 0.0
CdSe -2.64666157 0.0
CdSe -2.681262865 0.0
CeCu2Ge2 -4.82079999 0.0
CeCu2Ge2 -4.825135894 0.0
CeCu2Si2 -5.176448788 0.0
CeCu2Si2 -5.179574828 0.0
CeFe4P12 -6.64112571706 0.0
CeFe4P12 -6.64165993235 0.0
Li2CeGe -3.60923415 0.0
Li2CeGe -3.61759575 0.0
LiCeGe2 -4.646972925 0.0
LiCeGe2 -4.65180314563 0.0
CeGe2Pd2 -5.708792776 0.0
CeGe2Pd2 -5.709480604 0.0
CeGe2Pt2 -6.070100974 0.0
CeGe2Pt2 -6.070697902 0.0
CeScGe -5.94267644 0.0
CeScGe -5.94952195833 0.0
CeSi2Ir3 -7.932783665 0.0
CeSi2Ir3 -7.932705275 0.0
CeN -7.75733062 0.0
CeN -7.75947528 0.0
CeO -7.518012585 0.0
CeO -7.52199394 0.0
CeP -6.124363655 0.0
CeP -6.124615015 0.0
CeSi2Pt2 -6.556839432 0.0
CeSi2Pt2 -6.557600642 0.0
CeSi2Rh2 -7.090306294 0.0
CeSi2Rh2 -7.090284796 0.0
CeSi2Ru3 -7.81618099333 0.0
CeSi2Ru3 -7.81612649 0.0
CeSb -5.40220196 0.0
CeSb -5.402179105 0.0
Ce2Sb -5.41040601167 0.0
Ce2Sb -5.41048382 0.0
Ce4Sb3 -5.56694095929 0.0
Ce4Sb3 -5.56699942429 0.0
DyCo2Ge2 -6.22243397 0.0
DyCo2Ge2 -6.223011888 0.0
DyCo2Si2 -6.757639284 0.0
DyCo2Si2 -6.76017008 0.0
DyCo2Si2 -6.756995801 0.0
DyCo2Si2 -6.759796 0.0
EuCoGe3 -5.136311992 0.0
EuCoGe3 -5.137974082 0.0
Fe2CoGe -7.10336072 0.0
Fe2CoGe -7.1075266775 0.0
FeCo2Si -7.326499235 0.0
FeCo2Si -7.339778625 0.0
Ga2CoS4 -4.75369939571 0.521
Ga2CoS4 -4.76010429286 0.517
CoGe -6.073854485 0.0
CoGe -6.07639238125 0.0
CoGe2 -5.59923634417 0.0
CoGe2 -5.60313412917 0.0
HoCo2Ge2 -6.212761012 0.0
HoCo2Ge2 -6.214552224 0.0
MnCoGe -7.11128883833 0.0
MnCoGe -7.11855817583 0.0
MnCo2Ge -7.2129556625 0.0
MnCo2Ge -7.214395135 0.0
Mn2Co3Ge -7.35918573667 0.0
Mn2Co3Ge -7.36662787 0.0
Nb9Co4Ge -9.03437296857 0.0
PrCo2Ge2 -6.225597318 0.0
PrCo2Ge2 -6.226737292 0.0
Tb2CoGe2 -5.364975199 0.0
Tb2CoGe2 -5.27658406 0.0
TbCo2Ge2 -6.23012804 0.0
TbCo2Ge2 -6.231374998 0.0
TiCo2Ge -7.1091957925 0.0
TiCo2Ge -7.14676003 0.0
ZnCo2Ge -5.16178323 0.0
ZnCo2Ge -5.164194755 0.0
Zr4Co7Ge6 -7.17003017059 0.0
Zr4Co7Ge6 -7.17103055059 0.0
LaCo2Si2 -6.72504783 0.0
LaCo2Si2 -6.72863142 0.0
MnCoSb -6.85353235667 0.0
MnCoSb -6.85859035 0.0
MnCo2Sb -6.909921075 0.0
MnCo2Sb -6.924535065 0.0
MnCoSi -7.23416639 0.0
MnCoSi -7.23919023 0.0
MnCo2Si -7.598706155 0.0
MnCo2Si -7.6068843525 0.0
Nb3CoS6 -7.203649295 0.0
Nb3Co2Si -8.6972533475 0.0
Nb2Co3Si -8.27193788333 0.0
Nb2Co3Si -8.27515555083 0.0
HfMnSi -8.8213369425 0.0
HfMnSi -8.82206626667 0.0
HfN -10.891310555 0.0
HfN -10.892133885 0.0
HfO2 -10.0794755167 4.038
HfO2 -10.0878576667 4.122
HfPRu -9.26273250667 0.0
HfPRu -9.26264840222 0.0
HfSbRh -7.30376101333 0.0
HfSbRh -7.30965346333 0.0
Hf3Sb -8.86935347562 0.0
Hf3Sb -8.86973682938 0.0
HfSi -8.51032709625 0.0
HfSi -8.51025726 0.0
Hf3Si2 -8.944364036 0.0
Hf3Si2 -8.94435386 0.0
Hf5Si3 -9.0015611025 0.0
Hf5Si3 -9.00148518875 0.0
Hf5Si4 -8.74611250389 0.0
Nb6Co16Si7 -7.86369878655 0.0
CoO -5.92155523625 0.0
CoO -5.640638515 0.0
CoO -5.72792703 0.0
CoO -5.73898323 0.0
CoPSe -5.78992777917 0.695
TiCoSb -6.98705335333 1.119
TiCoSb -6.98829058333 1.183
SmCo2Si2 -6.742520632 0.0
SmCo2Si2 -6.74478794 0.0
TiCoSi -7.56466964917 0.0
TiCoSi -7.5654817025 0.0
TiCo2Si -7.50875653 0.0
TiCo2Si -7.5111260675 0.0
VCo2Si -7.520759065 0.0
VCo2Si -7.5690867825 0.0
YCo2Si2 -7.130159812 0.0
YCo2Si2 -7.132302548 0.0
YbCo2Si2 -5.996819972 0.0
YbCo2Si2 -5.999871774 0.0
CoTe -5.1818759575 0.0
CoTe -5.183152155 0.0
InMo3Se3 -6.95696492571 0.0
InMo3Se3 -6.96893748643 0.474
InTe3Mo3 -6.61594449143 0.284
InTe3Mo3 -6.62407885143 0.311
Nd3InN -3.758145556 0.0
NbInSe2 -5.6392112175 0.0
NbInSe2 -5.6432030875 0.0
InP -4.289808685 0.829
InP -4.290129895 0.735
Cr4FeCuS8 -6.50015300643 0.0
Cr4FeCuS8 -6.52739947786 0.0
Cr2CuS4 -6.23262043857 0.0
Cr2CuS4 -6.23341852 0.0
Cr3GaN -8.226123758 0.0
Cr3GaN -8.22623985 0.0
Cr3Ge -8.41921248125 0.0
Cr3Ge -8.41921835875 0.0
Cr2HgS4 -5.67440568071 0.0
Cr2HgS4 -5.67458923214 0.0
Cr2HgSe4 -5.19309367071 0.0
Cr2HgSe4 -5.19841868857 0.0
Cr3IrN -9.42382536 0.0
Cr3IrN -9.424401076 0.0
MnCr2S4 -7.05337124714 0.426
MnCr2S4 -7.05402395357 0.428
Cr3PdN -8.578922032 0.0
Cr3PdN -8.57639557 0.0
Cr3PtN -8.900371426 0.0
Cr3PtN -8.902264344 0.0
Cr3RhN -9.053502104 0.0
Cr3RhN -9.056655458 0.0
Cr3SnN -8.282937854 0.0
Cr3SnN -8.283561796 0.0
CrN -9.249016855 0.0
CrN -9.251892495 0.0
NbCrP -9.0577928525 0.0
NbCrP -9.0578800975 0.0
Cr3SiNi2 -7.56674897333 0.0
Cr6Si7Ni16 -6.66935702621 0.0
CrSb -6.7253737225 0.0
CrSb -6.7273855425 0.0
ZnCr2Se4 -5.47717476071 0.247
ZnCr2Se4 -5.47735719214 0.166
Ta2Cr4Si5 -8.22205724909 0.0
YCr2Si2 -7.689603078 0.0
YCr2Si2 -7.689717216 0.0
CrTe -6.3637762025 0.0
CrTe -6.3722486625 0.0
CsH -2.22160298 2.899
CsH -2.223144255 2.766
CsK2Sb -2.187949715 1.031
CsK2Sb -2.1879574175 1.032
Cs2Zn3S4 -3.41277140667 3.02
Cs2Zn3S4 -3.419781295 2.91
Cs3Sb -2.0082807225 0.817
Cs3Sb -2.0081500775 0.818
Cs2Te3 -2.984292548 0.596
Cs2Te3 -2.984704386 None
DyCu2Ge2 -4.751679568 0.0
DyCu2Ge2 -4.755950262 0.0
DyCu2Si2 -5.164418002 0.0
DyCu2Si2 -5.167430286 0.0
ErCu2Ge2 -4.719763606 0.0
ErCu2Ge2 -4.724899926 0.0
EuCuP -4.68196954833 0.0
EuCuP -4.68718634333 0.0
EuCuSb -4.05878047167 0.0
EuCuSb -4.06206560333 0.0
FeCuPt2 -5.953337595 0.0
FeCuPt2 -6.218615025 0.0
Cu3Ge -3.94368151 0.0
Cu3Ge -3.95235777125 0.0
Hf3Cu4Ge2 -6.43000035111 0.0
Hf3Cu4Ge2 -6.43225496889 0.0
HoCu2Ge2 -4.735600774 0.0
HoCu2Ge2 -4.740135194 0.0
TbCu2Ge2 -4.766154074 0.0
TbCu2Ge2 -4.772167252 0.0
TiCuGe -5.62869502167 0.0
TiCuGe -5.6946189625 0.0
UCu2Ge2 -5.765520772 0.0
UCu2Ge2 -5.769704998 0.0
Zr3Cu4Ge2 -6.01117951222 0.0
Zr3Cu4Ge2 -6.01345879111 0.0
HfCu2P2 -6.256325474 0.0
HfCu2P2 -6.260792952 0.0
Hf3Cu4Si2 -6.66699235556 0.0
Hf3Cu4Si2 -6.67278681 0.0
HoCu2Si2 -5.152026942 0.0
HoCu2Si2 -5.15663729 0.0
K2CuSb -2.82537197125 1.294
K2CuSb -2.8317102375 1.291
Li2CuSb -3.322176185 0.797
Li2CuSb -3.34006165 0.8
Mg2Cu3Si -3.50476678083 0.0
Mg2Cu3Si -3.51500083583 0.0
Mn3CuN -6.099366648 0.0
Mn3CuN -6.10204636 0.0
MnCu2Sb -4.89382159 0.0
MnCu2Sb -4.9290643275 0.0
CuNi2Sb -4.8404971925 0.0
